Normalized VSF (nVSF) from LOV experiment (see Harmel et al. 2016, Opt. Express)
nVSF = VSF / bp
sample = Beads_300nm
wavelength (nm)	measured backscattering coefficient (bp in m-1) 
405	3.75060
443	2.94420
515	1.94771
658	0.97841
"Angle (deg)"	"nVSF.405"	"nVSF.443"	"nVSF.515"	"nVSF.658"
 84.0	0.0074700	0.0083086	0.0181522	0.0401048
 85.5	0.0072016	0.0074271	0.0161384	0.0376317
 87.0	0.0070128	0.0067050	0.0143461	0.0353146
 88.5	0.0068815	0.0061152	0.0127322	0.0331347
 90.0	0.0067903	0.0056430	0.0112619	0.0311117
 91.5	0.0067572	0.0052709	0.0099761	0.0292060
 93.0	0.0067447	0.0049894	0.0088313	0.0274252
 94.5	0.0067417	0.0047751	0.0078079	0.0257682
 96.0	0.0067512	0.0046292	0.0069121	0.0241914
 97.5	0.0067621	0.0045319	0.0061434	0.0227305
 99.0	0.0067708	0.0044860	0.0054706	0.0213618
100.5	0.0067765	0.0044788	0.0048869	0.0200916
102.0	0.0067715	0.0044952	0.0043931	0.0189122
103.5	0.0067548	0.0045421	0.0039838	0.0178075
105.0	0.0067220	0.0046107	0.0036318	0.0167568
106.5	0.0066798	0.0046972	0.0033509	0.0157897
108.0	0.0066239	0.0047952	0.0031341	0.0148791
109.5	0.0065551	0.0049045	0.0029622	0.0140350
111.0	0.0064724	0.0050236	0.0028459	0.0132423
112.5	0.0063770	0.0051526	0.0027724	0.0125216
114.0	0.0062799	0.0052827	0.0027417	0.0118340
115.5	0.0061609	0.0054077	0.0027503	0.0111954
117.0	0.0060350	0.0055437	0.0027937	0.0105790
118.5	0.0059048	0.0056860	0.0028631	0.0100238
120.0	0.0057750	0.0058183	0.0029607	0.0095065
121.5	0.0056278	0.0059478	0.0030886	0.0090250
123.0	0.0054854	0.0060789	0.0032337	0.0085854
124.5	0.0053382	0.0062140	0.0033979	0.0081698
126.0	0.0051911	0.0063421	0.0035806	0.0077799
127.5	0.0050376	0.0064624	0.0037747	0.0074194
129.0	0.0048907	0.0065844	0.0039828	0.0070815
130.5	0.0047451	0.0067045	0.0042095	0.0067688
132.0	0.0045979	0.0068217	0.0044291	0.0064753
133.5	0.0044497	0.0069241	0.0046524	0.0061995
135.0	0.0043131	0.0070167	0.0048890	0.0059296
136.5	0.0041769	0.0071058	0.0051124	0.0056806
138.0	0.0040443	0.0071857	0.0053092	0.0054283
139.5	0.0039158	0.0072442	0.0055040	0.0051862
141.0	0.0038018	0.0072986	0.0056903	0.0049702
142.5	0.0037195	0.0073837	0.0059082	0.0047822
144.0	0.0036336	0.0074487	0.0061072	0.0046220
145.5	0.0035660	0.0075117	0.0062969	0.0044580
147.0	0.0035071	0.0076028	0.0065044	0.0043207
148.5	0.0034586	0.0076749	0.0066917	0.0042118
150.0	0.0034246	0.0077701	0.0069000	0.0041200
151.5	0.0034132	0.0078515	0.0071130	0.0040712
153.0	0.0034057	0.0079382	0.0073104	0.0040537
154.5	0.0034009	0.0080386	0.0075193	0.0040489
156.0	0.0034057	0.0081329	0.0077499	0.0041191
157.5	0.0034284	0.0082258	0.0079475	0.0042844
159.0	0.0034368	0.0083055	0.0081457	0.0044289
160.5	0.0034452	0.0084016	0.0083059	0.0046196
162.0	0.0034733	0.0084525	0.0084898	0.0048061
163.5	0.0034973	0.0085057	0.0086400	0.0049110
165.0	0.0034932	0.0085056	0.0087406	0.0049659
166.5	0.0034929	0.0084959	0.0087781	0.0048764
168.0	0.0034329	0.0084029	0.0087257	0.0046958
169.5	0.0033548	0.0083496	0.0086799	0.0045839
171.0	0.0036210	0.0085105	0.0087938	0.0047050
172.5	0.0036453	0.0085141	0.0088544	0.0056120
174.0	0.0037011	0.0086951	0.0096839	0.0085182
