Normalized VSF (nVSF) from LOV experiment (see Harmel et al. 2016, Opt. Express)
nVSF = VSF / bp
sample = Karenia
wavelength (nm)	measured backscattering coefficient (bp in m-1) 
405	0.71431
443	0.64901
515	0.65312
658	0.61143
"Angle (deg)"	"nVSF.405"	"nVSF.443"	"nVSF.515"	"nVSF.658"
102.0	 0.0021959	0.0015988	0.0017301	0.0012528
103.5	 0.0021709	0.0015699	0.0016721	0.0012328
105.0	 0.0021129	0.0015452	0.0016637	0.0012218
106.5	 0.0020905	0.0015130	0.0016453	0.0011961
108.0	 0.0020726	0.0015047	0.0016496	0.0011825
109.5	 0.0020266	0.0014811	0.0016654	0.0011758
111.0	 0.0019961	0.0014778	0.0015944	0.0011511
112.5	 0.0019774	0.0014643	0.0015857	0.0011316
114.0	 0.0019564	0.0014630	0.0015473	0.0011284
115.5	 0.0019290	0.0014608	0.0015390	0.0011204
117.0	 0.0018992	0.0014722	0.0015167	0.0011205
118.5	 0.0018844	0.0014648	0.0014948	0.0011163
120.0	 0.0018731	0.0014542	0.0015057	0.0011161
121.5	 0.0018734	0.0014710	0.0014714	0.0011131
123.0	 0.0018606	0.0014691	0.0014499	0.0011081
124.5	 0.0018536	0.0014645	0.0014488	0.0011029
126.0	 0.0018431	0.0014728	0.0014652	0.0011192
127.5	 0.0018328	0.0014750	0.0014549	0.0011171
129.0	 0.0018299	0.0014767	0.0014434	0.0011261
130.5	 0.0018421	0.0014842	0.0014546	0.0011255
132.0	 0.0018380	0.0014865	0.0014342	0.0011274
133.5	 0.0018307	0.0015084	0.0014318	0.0011440
135.0	 0.0018154	0.0015119	0.0014484	0.0011568
136.5	 0.0018157	0.0015119	0.0014282	0.0012558
138.0	 0.0018117	0.0014941	0.0014325	0.0013259
139.5	 0.0018021	0.0014730	0.0013875	0.0013774
141.0	 0.0017938	0.0014714	0.0014005	0.0014715
142.5	 0.0017858	0.0014832	0.0013988	0.0015462
144.0	 0.0017792	0.0014868	0.0014084	0.0016520
145.5	 0.0017703	0.0014832	0.0013939	0.0017365
147.0	 0.0017780	0.0014858	0.0014039	0.0017960
148.5	 0.0017967	0.0014810	0.0014242	0.0018868
150.0	 0.0018456	0.0015238	0.0014551	0.0020005
151.5	 0.0019044	0.0016153	0.0015242	0.0021340
153.0	 0.0019913	0.0017911	0.0016617	0.0022898
154.5	 0.0021586	0.0020737	0.0018414	0.0025920
156.0	 0.0023401	0.0024556	0.0020733	0.0029821
157.5	 0.0025455	0.0028985	0.0023455	0.0035219
159.0	 0.0028264	0.0033973	0.0026792	0.0040932
160.5	 0.0031677	0.0039901	0.0030697	0.0048162
162.0	 0.0036418	0.0047155	0.0035579	0.0055110
163.5	 0.0040202	0.0053799	0.0041097	0.0062796
165.0	 0.0045070	0.0057793	0.0044663	0.0068285
166.5	 0.0047163	0.0057226	0.0046137	0.0071399
168.0	 0.0054747	0.0057984	0.0049101	0.0072992
169.5	 0.0079602	0.0077109	0.0056039	0.0084616
171.0	 0.0076159	0.0076635	0.0059602	0.0094591
172.5	 0.0099789	0.0095664	0.0080942	0.0145134
174.0	 0.0146722	0.0130848	0.0142149	0.0238230
